Input,Generated Gloss
the proposed constitution so far from implying an abolition of the state governments makes them constituent parts of the national sovereignty by allowing them a direct representation in the senate and leaves in their possession certain exclusive and very important portions of sovereign power,PROPOSE CONSTITUTION DESC-SO DESC-FAR FROM IMPLY ABOLITION STATE GOVERNMENT MAKE X-Y CONSTITUENT PART DESC-NATIONAL SOVEREIGNTY BY ALLOW X-Y DESC-DIRECT REPRESENTATION IN SENE AND LEAVE IN X-Y POSSIBILITY DESC-CERTAIN DESC-EXCLUSIVE AND DESC-VERY DESC-IMPORTANT PARTS
this fully corresponds in every rational import of the terms with the idea of a federal government,THIS DESC-FULLY CORRESPOND IN EVERY DESC-REALISTIC IMPORT TERM WITH IDEA DESC-FEDERAL GOVERNMENT
in the lycian confederacy which consisted of twentythree cities or republics the largest were entitled to three votes in the common council those of the middle class to two and the smallest to one,IN LYCIAN CONFÉDÉRACECY WHICH CONSIST TWENTYTHREE CITY OR REPUBLIC DESC-LARGEST BE ENTITLE TO THREE VOTE IN DESC-COMMON COUNCIL THOSE MIDDLE CLASS TO TWO AND DESC-SMALLEST TO ONE
the common council had the appointment of all the judges and magistrates of the respective cities,DESC-COMMON COUNCIL HAVE APPOINTMENT ALL JUDGE AND JUDGE DESC-RESPECTIVE CITY
this was certainly the most delicate species of interference in their internal administration for if there be any thing that seems exclusively appropriated to the local jurisdictions it is the appointment of their own officers,THIS BE DESC-CERTAINLY MOST DESC-DELICATE SPECIES INTERFERENCE IN X-Y DESC-INTERNAL ADMINISTRATION FOR IF DESC-RE BE ANY THING THAT SEEM DESC-EXCLUSIVELY ADJUST TO DESC-LOCAL JURISDICTION X-IT BE APPOINTMENT X-Y DESC-OWN OFFICER
yet montesquieu speaking of this association says were i to give a model of an excellent confederate republic it would be that of lycia,DESC-YET MOSTESQUIEU SPEAKING THIS ASSOCIATION SAY BE X-I TO GIVE MODEL DESC-EXCELLENT CONFÉDÉRATE REPUBLIC X-IT WOULD BE THAT LYCIA
thus we perceive that the distinctions insisted upon were not within the contemplation of this enlightened civilian and we shall be led to conclude that they are the novel refinements of an erroneous theory,DESC-THUS X-WE PERCEIVE THAT DISTINCTION INSIST UPON BE DESC-NOT WITHIN CONSIDERATION THIS DESC-ENLIGHTEN DESC-CIVILIAN AND X-WE SHALL BE LEAD TO CONCLUDE THAT X-Y BE NOVEL FINISHMENT DESC-ERRONEOUS THEORY
1 spirit of lawa vol i book ix chap i,1 SPIRIT LAWA VO X-I BOOK X-I CHAP X-I
the same subject continued the union as a safeguard against domestic faction and insurrection from the new york packet,DESC-SAME SUBJECT CONTINUE UNION AS SAFEGUARD AGAINST DESC-DOMESTIC FACTORY AND INSURCTION FROM DESC-NEW YORK PACKAGE
friday november 23 1787,FRIDAY NOVEMBER 23 1787
to the people of the state of new york among the numerous advantages promised by a wellconstructed union none deserves to be more accurately developed than its tendency to break and control the violence of faction,TO PEOPLE STATE NEW YORK AMONG DESC-NUMEROUS ADVANTAGE PROMISE BY DESC-WELLCONSTRUCT UNION NO DESIRE TO BE MORE DESC-ACCURATELY DEVELOP THAN X-ITS TENDANCE TO BREAK AND CONTROL VIOLENCE FACTORY
the friend of popular governments never finds himself so much alarmed for their character and fate as when he contemplates their propensity to this dangerous vice,FRIEND DESC-POPULOUS GOVERNMENT DESC-NEVER FIND X-HE DESC-SO DESC-MUCH DESC-ALARMED FOR X-Y CHARACTER AND FATE AS WHEN X-HE CONSIDER X-Y PROPENSITY TO THIS DESC-DANGEROUS VICE
he will not fail therefore to set a due value on any plan which without violating the principles to which he is attached provides a proper cure for it,X-HE WILL DESC-NOT FAIL DESC-REFORE TO SET DESC-DUE VALUE ON ANY PLAN WHICH WITHOUT VIOLATE PRINCIPLE TO WHICH X-HE BE ATTACH PROVIDE DESC-PROPER CURE FOR X-IT
however anxiously we may wish that these complaints had no foundation the evidence of known facts will not permit us to deny that they are in some degree true,DESC-HOWEVER DESC-ANXIOUSLY X-WE MAY WISH THAT SE COMPLAINT HAVE NO FOUNDATION EFFORCE KNOW FACT WILL DESC-NOT PERMIT X-WE TO DENY THAT X-Y BE IN SOME DEGREE DESC-TRUE
these must be chiefly if not wholly effects of the unsteadiness and injustice with which a factious spirit has tainted our public administrations,SE MUST BE DESC-CHIEFLY IF DESC-NOT DESC-WHOLLY EFFECT UNSTANDING AND INJUSTICE WITH WHICH DESC-FACTIVITY SPIRIT HAVE TAINT X-WE PUBLIC ADMINISTRATION
there are two methods of curing the mischiefs of faction the one by removing its causes the other by controlling its effects,DESC-RE BE TWO METHOD CURING MISCHER FIRM FACTORY ONE BY REMOVE X-ITS CAUSE DESC-OR BY CONTROL X-ITS EFFECT
there are again two methods of removing the causes of faction the one by destroying the liberty which is essential to its existence the other by giving to every citizen the same opinions the same passions and the same interests,DESC-RE BE DESC-AGAIN TWO METHOD REMOVE CAUSE FACTORY ONE BY DESTROY LIBERTY WHICH BE DESC-ESSENTIAL TO X-ITS EXISTENCE DESC-OR BY GIVE TO EVERY CITIZEN DESC-SAME OPINION DESC-SAME PATIENCE AND DESC-SAME INTEREST
it could never be more truly said than of the first remedy that it was worse than the disease,X-IT COULD DESC-NEVER BE MORE DESC-TRULY SAY THAN DESC-FIRST REMEDY THAT X-IT BE DESC-WORSE THAN DISEASE
liberty is to faction what air is to fire an aliment without which it instantly expires,LIBERTY BE TO FACTORY WHAT AIR BE TO FIRE ANFANT WITHOUT WHICH X-IT DESC-IMMEDIATELY EXPIRE
but it could not be less folly to abolish liberty which is essential to political life because it nourishes faction than it would be to wish the annihilation of air which is essential to animal life because it imparts to fire its destructive agency,BUT X-IT COULD DESC-NOT BE DESC-LESS FOLLY TO ABOLISH LIBERTY WHICH BE DESC-ESSENTIAL TO DESC-POLITICAL LIFE BECAUSE X-IT NEIGATE FACTORY THAN X-IT WOULD BE TO WISH ANNIHILATION AIR WHICH BE DESC-ESSENTIAL TO ANIMAL LIFE BECAUSE X-IT DISTRIBUTE
the second expedient is as impracticable as the first would be unwise,DESC-SECOND EXPEDITENT BE AS DESC-IMPRECIABLE AS DESC-FIRST WOULD BE DESC-UNWISE
as long as the reason of man continues fallible and he is at liberty to exercise it different opinions will be formed,AS DESC-LONG AS REASON MAN CONTINUE DESC-FALLIBLE AND X-HE BE AT LIBERTY TO EXERCISE X-IT DESC-DIFFERENT OPINION WILL BE FORCE
as long as the connection subsists between his reason and his selflove his opinions and his passions will have a reciprocal influence on each other and the former will be objects to which the latter will attach themselves,AS DESC-LONG AS CONNECTION SUBSIST BETWEEN X-HE REASON AND X-HE SELFLOOVE X-HE OPINION AND X-HE PATIENCE WILL HAVE DESC-RECIPROCAL INFLUENCE ON EACH DESC-OR AND DESC-FORMER WILL BE OBJECT TO WHICH DESC-LATTER WILL ATTACH X-MSELVES
the diversity in the faculties of men from which the rights of property originate is not less an insuperable obstacle to a uniformity of interests,DIVERSITY IN FACILITY MAN FROM WHICH RIGHTS PROPERTY ORIGINATE BE DESC-NOT DESC-LESS DESC-INSURPRECABLE OBSTACLE TO UNIONITY INTEREST
the protection of these faculties is the first object of government,PROTECTION SE FACILITY BE DESC-FIRST OBJECT GOVERNMENT
the latent causes of faction are thus sown in the nature of man and we see them everywhere brought into different degrees of activity according to the different circumstances of civil society,DESC-LATENT CAUSE FACTORY BE DESC-THUS SOW IN NATURE MAN AND X-WE SEE X-Y DESC-EVERYWHERE BRING INTO DESC-DIFFERENT DEGREE ACTIVITY ACCORD TO DESC-DIFFERENT CIRCUMSTANCE DESC-CIVIL SOCIETY
so strong is this propensity of mankind to fall into mutual animosities that where no substantial occasion presents itself the most frivolous and fanciful distinctions have been sufficient to kindle their unfriendly passions and excite their most violent conflicts,DESC-SO DESC-STRONG BE THIS PROPENSITY MANUFACTURE TO FALL INTO DESC-MUTUAL ANIMOSITY THAT WHERE NO DESC-SUBSTANTIAL OCCASION DESC-PRESENT X-ITSELF MOST DESC-FRIVOLOUS AND DESC-FANCIAL DISTINCTION HAVE BE DESC-SUFFICIENT TO KINDLE X-Y DESC-UNFRIENDLY PATIENCE
but the most common and durable source of factions has been the various and unequal distribution of property,BUT MOST DESC-COMMON AND DESC-DURABLE SOURCE FACTORY HAVE BE DESC-VARIOUS AND DESC-UNEQUAL DISTRIBUTION PROPERTY
those who hold and those who are without property have ever formed distinct interests in society,THOSE WHO HOLD AND THOSE WHO BE WITHOUT PROPERTY HAVE DESC-EVER FORM DESC-DISTINCT INTEREST IN SOCIETY
those who are creditors and those who are debtors fall under a like discrimination,THOSE WHO BE CREDITOR AND THOSE WHO BE DEBTOR FALL UNDER LIKE DISCRIMINATION
a landed interest a manufacturing interest a mercantile interest a moneyed interest with many lesser interests grow up of necessity in civilized nations and divide them into different classes actuated by different sentiments and views,LAND INTEREST MANUFACTURE INTEREST MERCANTILE INTEREST WITH DESC-MANY DESC-LEADER INTEREST GROW DESC-UP NECESSITY IN DESC-CIVILIZED NATION AND DIVISE X-Y INTO DESC-DIFFERENT CLASS ACTIVATE BY DESC-DIFFERENT SENTIMENT AND VIEW
the regulation of these various and interfering interests forms the principal task of modern legislation and involves the spirit of party and faction in the necessary and ordinary operations of the government,REGULATION SE DESC-VARIOUS AND INTERFERE INTEREST FORM PRINCIPAL TASK DESC-MODERN LEGISLATION AND INVOLVE SPIRIT PARTY AND FACTORY IN DESC-NECESSARY AND DESC-ORDINARY OPERATION GOVERNMENT
no man is allowed to be a judge in his own cause because his interest would certainly bias his judgment and not improbably corrupt his integrity,NO MAN BE ALLOW TO BE JUDGE IN X-HE DESC-OWN CAUSE BECAUSE X-HE INTEREST WOULD DESC-CERTAINLY BIZARRE X-HE JUDGMENT AND DESC-NOT DESC-IMPROBABLY CORRUPTE X-HE INTEGRITY
and what are the different classes of legislators but advocates and parties to the causes which they determine,AND WHAT BE DESC-DIFFERENT CLASS LEGISLATOR BUT ADVOCATE AND PARTY TO CAUSE WHICH X-Y DETERMINE
is a law proposed concerning private debts,BE LAW PROPOSE CONCERN DESC-PRIVATE DEBT
it is a question to which the creditors are parties on one side and the debtors on the other,X-IT BE QUESTION TO WHICH CREDENTIAL BE PARTY ON ONE SIDE AND DEBTOR ON DESC-OR
justice ought to hold the balance between them,JUSTICE OUGHT TO HOLD BALANCE BETWEEN X-Y
yet the parties are and must be themselves the judges and the most numerous party or in other words the most powerful faction must be expected to prevail,DESC-YET PARTY BE AND MUST BE X-MSELVES JUDGE AND MOST DESC-NUMEROUS PARTY OR IN DESC-OR WORD MOST DESC-POWERFUL FACTORY MUST BE EXPECT TO PREVAIL
shall domestic manufactures be encouraged and in what degree by restrictions on foreign manufactures are questions which would be differently decided by the landed and the manufacturing classes and probably by neither with a sole regard to justice and the public good,SOUL DESC-DOMESTIC MANUFACTURE BE ENCOURAGE AND IN WHAT DEGREE BY RESTRICTION ON DESC-FOREIGN MANUFACTURE BE QUESTION WHICH WOULD BE DESC-DIFFERENTLY DECIDE BY LAND AND MANUFACTURE CLASS AND DESC-PROBABLY BY NEIR WITH DESC-SOLE REGARD TO JUSTICE AND PUBLIC DESC-GOOD
every shilling with which they overburden the inferior number is a shilling saved to their own pockets,EVERY SHILLING WITH WHICH X-Y OVERBURDEN DESC-INFERIOR NUMBER BE SHILLING SAVE TO X-Y DESC-OWN POCKET
it is in vain to say that enlightened statesmen will be able to adjust these clashing interests and render them all subservient to the public good,X-IT BE IN DESC-VAIN TO SAY THAT DESC-ENLIGHTEN STATESMAN WILL BE DESC-ABLE TO ADJUST SE CLOCK INTEREST AND REND X-Y ALL DESC-SUBSIDERANT TO PUBLIC DESC-GOOD
enlightened statesmen will not always be at the helm,DESC-ENLIGHTENED STATESMONE WILL DESC-NOT DESC-ALWAYS BE AT HORN
nor in many cases can such an adjustment be made at all without taking into view indirect and remote considerations which will rarely prevail over the immediate interest which one party may find in disregarding the rights of another or the good of the whole,NOR IN DESC-MANY CASE CAN DESC-SUCH ADJUSTMENT BE MAKE AT ALL WITHOUT TAKE INTO VIEW DESC-INDIRECT AND DESC-ROUTINE CONSIDERATION WHICH WILL DESC-RARELY PREVAIL OVER DESC-IMMEDIATE INTEREST WHICH ONE PARTY MAY FIND IN DISREGARD RIGHTS ANOR OR DESC-GOOD WHOLE
the inference to which we are brought is that the causes of faction can not be removed and that relief is only to be sought in the means of controlling its effects,INFERENCE TO WHICH X-WE BE BRING BE THAT CAUSE FACTORY CAN DESC-NOT BE REMOVE AND THAT RELIEF BE DESC-ONLY TO BE SEEK IN MEANS CONTROL X-ITS EFFECT
if a faction consists of less than a majority relief is supplied by the republican principle which enables the majority to defeat its sinister views by regular vote,IF FACTORY CONSIST DESC-LESS THAN MAJORITY RELIEF BE SUPPLY BY DESC-REPUBLIC PRINCIPLE WHICH ENABLE MAJORITY TO DEFEAT X-ITS DESC-SINISTER VIEW BY DESC-REGULAR VOTE
it may clog the administration it may convulse the society but it will be unable to execute and mask its violence under the forms of the constitution,X-IT MAY CLOG ADMINISTRATION X-IT MAY CONVULSE SOCIETY BUT X-IT WILL BE DESC-UNABLE TO EXECUTION AND MASK X-ITS VIOLENCE UNDER FORM CONSTITUTION
when a majority is included in a faction the form of popular government on the other hand enables it to sacrifice to its ruling passion or interest both the public good and the rights of other citizens,WHEN MAJORITY BE INCLUDE IN FACTORY FORM DESC-POPULOUS GOVERNMENT ON DESC-OR HAND ENABLE X-IT TO SATISFY TO X-ITS RULING PATIENCE OR INTEREST BOTH PUBLIC DESC-GOOD AND RIGHTS DESC-OR CITIZEN
to secure the public good and private rights against the danger of such a faction and at the same time to preserve the spirit and the form of popular government is then the great object to which our inquiries are directed,TO DESC-SECURE PUBLIC DESC-GOOD AND DESC-PRIVATE RIGHTS AGAINST DANGER DESC-SUCH FRIEND AND AT DESC-SAME TIME TO PRESERVE SPIRIT AND FORM DESC-POPULAR GOVERNMENT BE DESC-N DESC-GREAT OBJECT TO WHICH X-WE INQUIRY BE DIRECT
let me add that it is the great desideratum by which this form of government can be rescued from the opprobrium under which it has so long labored and be recommended to the esteem and adoption of mankind,LET X-I ADD THAT X-IT BE DESC-GREAT DESIDERATUM BY WHICH THIS FORM GOVERNMENT CAN BE RESCUE FROM OPPRUBRIUM UNDER WHICH X-IT HAVE DESC-SO DESC-LONG LABOR AND BE RECOMMEND TO ESTABLISHMENT AND ADOPTION MANNER
by what means is this object attainable,BY WHAT MEANS BE THIS OBJECT DESC-ACHIEVABLE
evidently by one of two only,DESC-EVIDENTLY BY ONE TWO DESC-ONLY
if the impulse and the opportunity be suffered to coincide we well know that neither moral nor religious motives can be relied on as an adequate control,IF IMPULSE AND OPPORTUNITY BE SUFFER TO COINCIDE X-WE DESC-WELL KNOW THAT NEIR DESC-MORAL NOR DESC-RELIGIOUS MOTIVATIVE CAN BE RELY ON AS DESC-ADEQUATE CONTROL
they are not found to be such on the injustice and violence of individuals and lose their efficacy in proportion to the number combined together that is in proportion as their efficacy becomes needful,X-Y BE DESC-NOT FIND TO BE DESC-SUCH ON INJUSTICE AND VIOLENCE INDIVIDUAL AND LOSE X-Y EFFICIENCY IN PROPORTION TO NUMBER COMBINE DESC-TOGER THAT BE IN PROPORTION AS X-Y EFFICIENCY BECOME DESC-NECESSFUL
from this view of the subject it may be concluded that a pure democracy by which i mean a society consisting of a small number of citizens who assemble and administer the government in person can admit of no cure for the mischiefs of faction,FROM THIS VIEW SUBJECT X-IT MAY BE CONCLUDE THAT DESC-PURE DEMOCRACY BY WHICH X-I MEAN SOCIETY CONSIST DESC-SMALL NUMBER CITIZEN WHO ASSEMBLY AND ADMINISTER GOVERNMENT IN PERSON CAN ADMIT NO CURE FOR MISCIP FIRM
hence it is that such democracies have ever been spectacles of turbulence and contention have ever been found incompatible with personal security or the rights of property and have in general been as short in their lives as they have been violent in their deaths,DESC-HENCE X-IT BE THAT DESC-SUCH DEMOCRACY HAVE DESC-EVER BE SPEECH TURBULENCE AND CHURCH HAVE DESC-EVER BE FIND DESC-INCOMPATIBLE WITH DESC-PERSONAL SECURITY OR RIGHTS PROPERTY AND HAVE IN DESC-GENERAL BE AS DESC-SHORT IN X-Y LIFE AS X-Y HAVE BE DESC-VIOLENT IN X-
a republic by which i mean a government in which the scheme of representation takes place opens a different prospect and promises the cure for which we are seeking,REPUBLIC BY WHICH X-I MEAN GOVERNMENT IN WHICH SCHEME REPRESENTATION TAKE PLACE DESC-OPEN DESC-DIFFERENT PROSPECT AND PROMISE CURE FOR WHICH X-WE BE SEEK
