Input,Generated Gloss
from this view of the subject it may be concluded that a pure democracy by which i mean a society consisting of a small number of citizens who assemble and administer the government in person can admit of no cure for the mischiefs of faction,FROM THIS VIEW SUBJECT IT MAY BE CONCLUDE THAT DESC-PURE DEMOCRACY BY WHICH X-I MEAN SOCIETY CONSIST DESPONDING SMALL NUMBER CITIZEN WHO ASSEMBLY AND ADMINISTER GOVERNMENT IN PERSON CAN ADMIT NO CURE FOR MISCHIEF FACTORY
hence it is that such democracies have ever been spectacles of turbulence and contention have ever been found incompatible with personal security or the rights of property and have in general been as short in their lives as they have been violent in their deaths,DESC-HENCE X-IT BE THAT SUCH DEMOCRACY HAVE ALLOW BE SPEECH TURBULENCE AND CHURCH HAVE ALWAYS BE FIND INCOMPATIBLE WITH PERSONAL SECURITY OR RIGHTS PROPERTY AND HAVE IN GOVERNMENT BE AS SMALL IN THOSE LIFE AS I HAVE BE VIOLENT IN THREE DEATH
a republic by which i mean a government in which the scheme of representation takes place opens a different prospect and promises the cure for which we are seeking,REPUBLIC BY WHERE X-I MEAN GOVERNMENT IN WHICH SCHEME REPRESENTATION TAKE PLACE OPEN DESC-DIFFERENT PROSPECT AND PROMISE CURE FOR THOSE WE BE SEEK
let us examine the points in which it varies from pure democracy and we shall comprehend both the nature of the cure and the efficacy which it must derive from the union,LET US EXAMINE POINT IN WHICH X-IT VARY FROM DESC-PURPOSE DEMOCRACY AND WE SHALL COMPREHENSE BOTH NATURE CURE AND EFFICIENCY TO DERIVE FROM UNION
under such a regulation it may well happen that the public voice pronounced by the representatives of the people will be more consonant to the public good than if pronounced by the people themselves convened for the purpose,UNDER SUCH REGULATION X-IT MAY DESC-WELL HAPPEN THAT PUBLIC VOICE PRONOUNCE BY REPRESENTATIVE PEOPLE WILL BE MORE CONSONANT TO POPULAR DOUBT THAN IF PRONON CHRISTIAN FOR PURPOSE
on the other hand the effect may be inverted,ON DESC-OR HAND EFFECT MAY BE INVERSE
men of factious tempers of local prejudices or of sinister designs may by intrigue by corruption or by other means first obtain the suffrages and then betray the interests of the people,MAN DESC-FACTIVITOUS TEMPER LOCAL PREJUDICE OR SILENT DESIGN MAY BY INTERGIGUE BECAUSE CORRUPTION OR BETWEEN EXTERNAL MEANS DESPITE FIRST OBTAIN SUFFGRAGE AND NEXT BETHAR THE INVESTMENT PEOPLE
it must be confessed that in this as in most other cases there is a mean on both sides of which inconveniences will be found to lie,X-IT MUST BE CONSIDER THAT IN THIS AS IN MOST DESC-OR CASE EXIST BE MEAN ON BOTH SIDE WHICH INCONVENIENCE WILL BE FIND TO LIE
the federal constitution forms a happy combination in this respect the great and aggregate interests being referred to the national the local and particular to the state legislatures,DESC-FEBRUARY CONSTITUTION FORM HEALTHY COMBINATION IN THIS RESPECT GREAT AND AGGREGATE INTEREST BE REFER TO NATIONAL LOCAL AND PARTICULAR TO STATE LEGISLATIVE
besides other impediments it may be remarked that where there is a consciousness of unjust or dishonorable purposes communication is always checked by distrust in proportion to the number whose concurrence is necessary,APART FROM DESC-OR IMPEDIMENT X-IT MAY BE REMARK THAT WHERE EXIST CONSCIOUSNESS UNJUST OR DISHONORABLE PURPOSE COMMUNICATION BE ALWAYS CHECK BY DISADVANTAGE IN PROPORTION TO NUMBER WHOSE CONCURRENTIALITY BE DEFINITIVE
hence it clearly appears that the same advantage which a republic has over a democracy in controlling the effects of faction is enjoyed by a large over a small republic is enjoyed by the union over the states composing it,DESC-HENCE X-IT CLEARLY APPEAR THAT SMALL ADVANTAGE WHICH REPUBLIC HAVE OVER DEMOCRACY IN CONTROL EFFECT FACTORY BE ENJOY BY BIG GOVERN SMB RUSSIUM BE ENTHROUGH UNION OVERS STATE COMPOSITION IT
does the advantage consist in the substitution of representatives whose enlightened views and virtuous sentiments render them superior to local prejudices and schemes of injustice,DO ADVANTAGE CONSIST IN SUBSTITUTE REPRESENTATIVE WHOSE ENLIGHTEN VIEW AND DESC-VIRTUSOUS SENTIMENT REND X-Y SUPERIOR TO LOCAL PREJUDICE AND SCHEME INJUSTICE
it will not be denied that the representation of the union will be most likely to possess these requisite endowments,X-IT WILL DESC-NOT BE DENY THAT REPRESENTATION UNION WILL BE MOST IMPORTANTLY TO POSSESS SE PREREQUISITE ENDOWMENT
does it consist in the greater security afforded by a greater variety of parties against the event of any one party being able to outnumber and oppress the rest,DO X-IT CONSIST IN DESC-GREATER SECURITY APPROACH BY MORE VOLUME PIECE AGAINST EVENT ANY ONE PARTY BE ABLE TO OUTNUMBER AND OPPRESS REST
in an equal degree does the increased variety of parties comprised within the union increase this security,IN DESC-EQUAL DEGREE DO INCREASE VARIOUSTY PARTY COMPRISE WITHIN UNION INCLUDE THIS SECURITY
does it in fine consist in the greater obstacles opposed to the concert and accomplishment of the secret wishes of an unjust and interested majority,DO X-IT IN FINE CONSIST IN DESC-GREATER OBSTACLE OPPOSE TO CONCERT AND ACCOMPLISHMENT SECRET WISH INDUSTRY AND INTEREST MAJORITY
here again the extent of the union gives it the most palpable advantage,EXTENT UNION GIVE X-IT MOST DESC-PALPABLE ADVANTAGE
the influence of factious leaders may kindle a flame within their particular states but will be unable to spread a general conflagration through the other states,INFLUENCE DESC-FACTIVOUS LEADER MAY KINDLE FLAME WITHIN X-Y PARTICULAR STATE BUT WILL BE UNABLE TO SPREAD GENERAL CONFLAGRATION THROUGH DESPITE
a religious sect may degenerate into a political faction in a part of the confederacy but the variety of sects dispersed over the entire face of it must secure the national councils against any danger from that source,DESC-RELIGIOUS SECCT MAY DEGENERATE INTO POLITICAL FACTORY IN PART CONFEDERATECY BUT VOLUME SECT DISPERSE OVER EXISTENT FACE X-IT MUST DESERT NATIONAL COUNCIL AGAINST ANY DANGER FROM THAT SOURCE
in the extent and proper structure of the union therefore we behold a republican remedy for the diseases most incident to republican government,IN EXTENT AND DESC-PROPER STRUCTURE UNION DECIDEDLY X-WE BEHOLD REPUBLIC FOR DISEASE MOST INCIDENT TO RUBIAN GOVERNMENT
and according to the degree of pleasure and pride we feel in being republicans ought to be our zeal in cherishing the spirit and supporting the character of federalists,AND ACCORD TO DEGREE PLEASURE AND PRIDE X-WE FEEL IN BE REPUBLICANS OUGHT TO BE OUR ZEAL IN CHERISH SPIRIT AND SUPPORT CHARACTER DESC-FEDERALIST
the utility of the union in respect to commercial relations and a navy for the independent journal,UTILISATION UNION IN RESPECT TO DESC-COMMERCIAL RELATION AND NAVY FOR INDEPENDENT JOURNAL
this applies as well to our intercourse with foreign countries as with each other,THIS APPLY AS DESC-WELL TO X-WE INTERCOURSE WITH FOREIGN COUNTRY AS WITH EACH OTHER
there are appearances to authorize a supposition that the adventurous spirit which distinguishes the commercial character of america has already excited uneasy sensations in several of the maritime powers of europe,DESC-RE BE APPEARANCE TO AUTHORISE SUPPOSITION THAT AWESOME SPIRIT WHICH DISTINGUISH COMMERCIAL CARACTERISM AMERICA HAVE ALREADY EXCITED UNEASY SENSEMINATION IN TWELVE MARITIME POWER EUROPE
they seem to be apprehensive of our too great interference in that carrying trade which is the support of their navigation and the foundation of their naval strength,X-Y SEEM TO BE DESC-APPROXIMATELY x-WE THREE DOUBT IRRESPONSE IN THAT CARRY TRADE WHICH BE SUPPORT SHE NAVIGATION AND FOUNDATION EXIST MARINE STRENGTH
those of them which have colonies in america look forward to what this country is capable of becoming with painful solicitude,THOSE X-Y WHICH HAVE COLONY IN AMERICA LOOK DESC-FORWARD TO WHAT THIS COUNTRY BE CAPABLE BECOME WITH PAINFUL SEECUDUDE
they foresee the dangers that may threaten their american dominions from the neighborhood of states which have all the dispositions and would possess all the means requisite to the creation of a powerful marine,X-Y FORESEE DANGER THAT MAY THREATEN Y AMERICAN DOMINION FROM NEIGHBORHOOD STATE WHICH HAVE ALL DISPOSITION AND WOULD POSSESS ALL MEANS PREREQUISITE TO CREATION DESC-POWERFUL MARINE
impressions of this kind will naturally indicate the policy of fostering divisions among us and of depriving us as far as possible of an active commerce in our own bottoms,IMPRESSION THIS KIND WILL DESC-NATURALLY INDICATE POLICY FULFIL DIVISION AMONG X-WE AND DEPRIVE x-we AS FAR AS POSSIBLE ACTIVE COMMERCE IN NAME BOTTOM
this would answer the threefold purpose of preventing our interference in their navigation of monopolizing the profits of our trade and of clipping the wings by which we might soar to a dangerous greatness,THIS WOULD ANSWER DESC-TRIPLEFOLD PURPOSE PREVENT X-WE INTERFERENCE IN SHE NAVIGATION MONOGRAPH PERCEIVES TRADITIONAL AND C clip WINDS BY WHICH WE MIGHT SOAR TO DANGEROUS GRANDENESS
did not prudence forbid the detail it would not be difficult to trace by facts the workings of this policy to the cabinets of ministers,DO DESC-NOT PRUDENCE FORBID DETAIL X-IT WOULD DESPITE TO TRACE BY FACT WORKING THIS POLICY TO CLOSET MINISTER
if we continue united we may counteract a policy so unfriendly to our prosperity in a variety of ways,IF X-WE CONTINUE DESC-UNITE x-we MAY COUNTERACT POLICY SOMETHING UNFRIENDLY TOXICITY IN VOLUME WAY
by prohibitory regulations extending at the same time throughout the states we may oblige foreign countries to bid against each other for the privileges of our markets,BY DESC-PROHIBITORY REGULATION EXTEND AT SMASH TIME THROUGHOUT STATE X-WE MAY OBLIGATE DESPITE COUNTRY TO BIDD AGAINST EACH OTHER FOR PRIVILEGE OUR MARKET
suppose for instance we had a government in america capable of excluding great britain with whom we have at present no treaty of commerce from all our ports what would be the probable operation of this step upon her politics,SUPPOSE FOR INSTANCE X-WE HAVE GOVERNMENT IN AMERICA DESC-CAPABLE EXCLUDE GREAT BRITAIN WITH WHOM YOU HAVE AT DOCUMENT NO TREATY COMMERCE FROM ALL OUR PORT WHAT WOULD BE PROBABLY OPERATION THIS STEP UPON HER POLITICS
would it not enable us to negotiate with the fairest prospect of success for commercial privileges of the most valuable and extensive kind in the dominions of that kingdom,WOULD IT DESC-NOT ENABLE X-WE TO NEGOTIATE WITH FEATEREST PROSPECT SUCCESS FOR COMMERCIAL PRIVILEGE MOST VALUABLE AND EXTENSIVE KIND IN DOMINION THAT KINGDOM
when these questions have been asked upon other occasions they have received a plausible but not a solid or satisfactory answer,WHEN SE QUESTION HAVE BE ASK UPON DESC-OR OCCASION X-Y HAVE RECEIVE PLURIBILITY BETWEEN SOLVED OR SATISFACTORY ANSWER
but would not her navigation be materially injured by the loss of the important advantage of being her own carrier in that trade,BUT WOULD DESC-NOT X-SHE NEIGHBORHOOD BE MATTERALLY INJURE BY LAW IMPORTANT ADVANTAGE BE LIE GEORGE CARRYER IN THAT TRADE
would not the principal part of its profits be intercepted by the dutch as a compensation for their agency and risk,WOULD DESC-NOT PRINCIPAL PART X-ITS PROFIT BE INTERPRET BY DUTCH AS COMPENSATION FOR SE AGENCY AND RISK
would not the mere circumstance of freight occasion a considerable deduction,WOULD DESC-NOT MERE CIRCUMSTANCE FREIGHT OCCASION CONSIDERABLE DEDUCTATION
would not so circuitous an intercourse facilitate the competitions of other nations by enhancing the price of british commodities in our markets and by transferring to other hands the management of this interesting branch of the british commerce,WOULD DESC-NOT SOMETHING CIRCULOUS INTERCOURSE FACILITATE COMPETITION ALTERNATIVE BY ENHANCE PRICE BRITISH COMMODITY IN X-WE MARKET AND BE TRANSFER THREE HAND MANAGEMENT THIS INVESTIGATE BRIDGE BIRDISH COUNTERACTIVITY
a further resource for influencing the conduct of european nations toward us in this respect would arise from the establishment of a federal navy,DESC-FURR RESOURCE FOR INFLUENCE CONDUCT EUROPEAN NATION TOWARDS X-WE IN THIS RESPECT WOULD ARISE FROM ESTABLISHMENT FEDERAL NAVY
this would be more peculiarly the case in relation to operations in the west indies,THIS WOULD BE MORE DESC-PERTINENTLY CASE IN RELATION TO OPERATION IN WEST INDIA
a few ships of the line sent opportunely to the reinforcement of either side would often be sufficient to decide the fate of a campaign on the event of which interests of the greatest magnitude were suspended,DESC-FEW SHIP LINE SEND OPPORTUNITYLY TO REINFORCEMENT EIR SIDE WOULD OFTEN BE SUFFICIENT TO DECIDE FATE CAMPAIGN ON EVENT WHICH INTEREST GROSSEST MAJORITY BE SUBJECT
our position is in this respect a most commanding one,X-WE POSITION BE IN THIS RESPECT MOST COMMAND ONE
and if to this consideration we add that of the usefulness of supplies from this country in the prosecution of military operations in the west indies it will readily be perceived that a situation so favorable would enable us to bargain with great advantage for commercial privileges,AND IF TO THIS CONSIDERATION X-WE ADD THAT USEFULNESS SUPPLIES FROM THIS COUNTRY IN PUNISHMENT DESC-MILITARY OPERATION IN WEST INDEX EXPRESSLY BE PERCEIVE THAT SITUATION SO POSITIVE WOULD ENABLE SOMETHING TO BARTER WITH GREATER ADVANTAGE FOR COMMERCIAL PRIVILEGE
a price would be set not only upon our friendship but upon our neutrality,PRICE WOULD BE SET DESC-NOT DOUBLE ONCE X-WE FRIENDSHIP BUT UPON CEREMONY NEUTRALITY
by a steady adherence to the union we may hope erelong to become the arbiter of europe in america and to be able to incline the balance of european competitions in this part of the world as our interest may dictate,BY DESC-STANDARD ADHERENCE TO UNION X-WE MAY HOPE ERELONG TO BECOME ARBITER EUROPE IN AMERICA AND THROUGH TO INSIDE BALANCE EUROPEAN COMPETITION IN THIS PART WORLD AS x-we INTEREST MAY DICTATE
but in the reverse of this eligible situation we shall discover that the rivalships of the parts would make them checks upon each other and would frustrate all the tempting advantages which nature has kindly placed within our reach,BUT IN DESC-REVERSE THIS ELIGIBLE SITUATION X-WE SHALL DISCOVER THAT VALIDIERSHIP PART WOULD MAKE THEM CHECK UPON EACH BETWEEN OTHER AND SHOULD FRUSTRATE ALL TRAVELING ADVANTAGE WHICH NATURE HAVE HOPEFULLY PLACE WITHIN OUR REACH
the rights of neutrality will only be respected when they are defended by an adequate power,RIGHTS NEUTRALITY WILL DESC-ONLY BE RESPECT WHEN X-Y BE DEFEND BY ADEQUATE POWER
a nation despicable by its weakness forfeits even the privilege of being neutral,NATION DESC-DESPICABLE BY X-ITS WEAKNESS FORFEIGN THROUGHOUT PRIVILEGE BE NEUTRAL
under a vigorous national government the natural strength and resources of the country directed to a common interest would baffle all the combinations of european jealousy to restrain our growth,UNDER DESC-VIGOROUS ANIMAL STRENGTH AND RESOURCE COUNTRY DIRECT TO COMMON INTEREST WOULD BAFFLE ALL COMBINATION EUROPEAN JERSEY TO RESTRICT X-WE GROWTH
this situation would even take away the motive to such combinations by inducing an impracticability of success,THIS SITUATION WOULD DESC-EVEN TAKE ABOUT MOTIVATED TO SUCH COMBINATION BY INDUCE IMPRACTICABILITY SUCCESS
an active commerce an extensive navigation and a flourishing marine would then be the offspring of moral and physical necessity,DESC-ACTIVE COMMERCE EXTENSIVE NAVIGATION AND FLOURISHING MARITIME WOULD THROUGH BE OFFSPRING MOTIVAL AND PHYSICAL NECESSITY
