Input,Target Gloss,Predicted Gloss
the issue of the living conditions of the roma is linked to that of the opening up of borders .,ISSUE LIVE CONDITION ROMA BE LINK TO THAT DESC-OPEN DESC-UP BORDER,ISSUE DESC-LIVE CONDITION ROMA BE LINK TO THAT DESC-OPEN DESC-UP BORDER
these people are subjected to verbal and physical abuse and even legally persecuted for fabricated reasons .,SE PEOPLE BE SUBJECT TO DESC-VERBAL AND DESC-PHYSICAL ABUSE AND DESC-EVEN DESC-LEGALLY PERSECUTE FOR FABRICATE REASON,SE PEOPLE BE SUBJECT TO DESC-BORDAL AND DESC-PHYSICAL ABUSE AND DESC-EVEN DESC-LEGALLY PERSECUTED FOR FABRICATE REASON
did they not have that trillion ?,DO X-Y DESC-NOT HAVE THAT TRILLION,DO X-Y DESC-NOT HAVE THAT THREE BILLION
"we are bitterly disappointed at the attitude to human rights in russia certainly , we find it unacceptable .",X-WE BE DESC-BITTERLY DISAPPOINT AT ATTITUDE TO DESC-HUMAN RIGHTS IN RUSSIUM DESC-CERTAINLY X-WE FIND X-IT DESC-UNACCEPTABLE,X-WE BE DESC-BITTERLY DESC-DISAPPOINTED AT ATTITUDE TO DESC-HUMAN RIGHTS IN RUSSIUM DESC-CERTAINLY X-WE FIND X-IT DESC-UNACCEPTABLE
"despite the fact that pre commercial procurement provides some simplification , the whole process is very exacting .",DESPITE FACT THAT PRE DESC-COMMERCIAL PROCUREMENT PROVIDE SOME SIMPLIFICATION WHOLE PROCESS BE DESC-VERY EXACT,DESPITE FACT THAT PRE DESC-COMMERCIAL PROCUREMENT PROVIDE SOME SIMPLIFICATION WHOLE PROCESS BE DESC-VERY DESC-EXCESSIVE
a few people still argue that what has happened in darfur is not genocide .,DESC-FEW PEOPLE DESC-STILL ARGUE THAT WHAT HAVE HAPPEN IN DARFUR BE DESC-NOT GENOCIDE,DESC-FEW PEOPLE DESC-STILL ARGUE THAT WHAT HAVE HAPPEN IN NIGERUR BE DESC-NOT GENOCIDE
"that cannot , i would contend , be in the interests of the european union .",THAT CAN DESC-NOT X-I WOULD CONTEND BE IN INTEREST EUROPEAN UNION,THAT CAN DESC-NOT X-I WOULD CONCLUDE BE IN INTEREST EUROPEAN UNION
"during the last century , five official languages were learnt in the lower carpathians region .",DURING DESC-LAST CENTURY FIVE OFFICIAL LANGUAGE BE LEARN IN DESC-LOWER CARPATHIAN REGION,DURING DESC-LAST CENTURY FIVE DESC-OFFICIAL LANGUAGE BE LEARN IN DESC-LOWER CARPATHIAN REGION
our competition laws are respected by all the major international conglomerates .,X-WE COMPETITION LAW BE RESPECT BY ALL DESC-MAJOR DESC-INTERNATIONAL CONGLOMERATE,X-WE COMPETITION LAW BE RESPECT BY ALL DESC-MAJOR DESC-INTERNATIONAL CONGREGATE
mr peterle deals with all this very systematically in his report .,MR PETERLE DEAL WITH ALL THIS DESC-VERY DESC-SYSTEMATICALLY IN X-HE REPORT,MR PETERLE DEAL WITH ALL THIS DESC-VERY DESC-SYSTEMALLY IN X-HE REPORT
"thank you , mr tannock .",THANK X-YOU MR TANNOCK,THANK X-YOU MR TANNONCK
"the problems begin when the economy slows down , market indices fall sharply and problems start with unemployment .",PROBLEM BEGIN WHEN ECONOMY DESC-SLOW DESC-DOWN MARKET INDEX FALL DESC-SHARPLY AND PROBLEM START WITH UNEMPLOYMENT,PROBLEM BEGIN WHEN ECONOMY SLOW DESC-DOWN MARKET INDEX FALL DESC-SHARPLY AND PROBLEM START WITH UNEMPLOYMENT
the rules and practice governing languages in this service will reveal the extent of its commitment to external communication .,RULE AND PRACTICE GOVERN LANGUAGE IN THIS SERVICE WILL REVEAL EXTENT X-ITS COMMITMENT TO DESC-EXTERNAL COMMUNICATION,RULE AND PRACTICE GOVERN LANGUAGE IN THIS SERVICE WILL DISCOVER EXTENT X-ITS COMMITMENT TO DESC-EXTERNAL COMMUNICATION
"unfortunately , a large proportion of the goods are produced in countries with no form of product control whatsoever .",DESC-UNFORTUNATELY DESC-LARGE PROPORTION GOODS BE PRODUCE IN COUNTRY WITH NO FORM PRODUCT CONTROL DESC-WHATSOEVER,DESC-UNFORTUNATELY DESC-LARGE PROPORTION GOODS BE PRODUCE IN COUNTRY WITH NO FORM PRODUCT CONTROL DESC-WHATEVER
another example is last week's renewed imbroglio in ukraine .,ANOR EXAMPLE BE DESC-LAST WEEK X-POSS RENEW IMBROGLIO IN UKRAINE,ANOR EXAMPLE BE DESC-LAST WEEK X-POSS REENEW IMBROGLIO IN UKRAINE
there is no need to hurry and there is no time pressure that justifies this process .,DESC-RE BE NO NEED TO HURRY AND DESC-RE BE NO TIME PRESSURE THAT JUSTIFY THIS PROCESS,DESC-RE BE NO NEED TO MURDER AND DESC-RE BE NO TIME PRESSURE THAT JUSTIFY THIS PROCESS
president kaczyński does not have the right to interfere with this .,SKI DO DESC-NOT HAVE DESC-RIGHT TO INTERFERE WITH THIS,X-SKI DO DESC-NOT HAVE DESC-RIGHT TO INTERFERE WITH THIS
it is important that the european union speak in the international arena with one voice .,X-IT BE DESC-IMPORTANT THAT EUROPEAN UNION SPEAK IN DESC-INTERNATIONAL ARENA WITH ONE VOICE,X-IT BE DESC-IMPORTANT THAT EUROPEAN UNION SPEAK IN DESC-INTERNATIONAL AREA WITH ONE VOICE
"madam president , i would like to extend the warmest estonian support for the czech presidency .",MADAM PRESIDENT X-I WOULD LIKE TO EXTEND DESC-WARMEST ESTONIAN SUPPORT FOR CZECH PRESIDENCY,MADAM PRESIDENT X-I WOULD LIKE TO EXTEND DESC-WARMEST DESC-ESTONIAN SUPPORT FOR CZECH PRESIDENCY
users and merchants will be clamouring for more choice .,USER AND MERCHANT WILL BE CLAMOR FOR MORE CHOICE,USER AND MERCHAND WILL BE CLAMOURE FOR MORE CHOICE
"yesterday , it was 28 years since the imposition of martial law in poland by the then communist authorities .",YESTERDAY X-IT BE 28 YEAR SINCE IMPOSITION MARTIAL LAW IN POLAND BY DESC-N COMMUNIST AUTHORITY,YESTERDAY X-IT BE 28 YEAR SINCE IMPOSE MARITIME LAW IN POLAND BY DESC-N COMMUNIST AUTHORITY
the same applies to basque and numerous other languages .,DESC-SAME APPLY TO BASQUE AND DESC-NUMEROUS DESC-OR LANGUAGE,DESC-SAME APPLY TO BASCQUE AND DESC-NUMEROUS DESC-OR LANGUAGE
"it is for these reasons that i abstained on the resolution , and dissented from my political group .",X-IT BE FOR SE REASON THAT X-I ABSTAIN ON RESOLUTION AND DISSENT FROM X-MY DESC-POLITICAL GROUP,X-IT BE FOR SE REASON THAT X-I ABSTAIN ON RESOLUTION AND DISSENTED FROM X-MY DESC-POLITICAL GROUP
"many questions focused on energy security those of mr saryusz wolski , mr marinescu and others .",DESC-MANY QUESTION FOCUS ON ENERGY SECURITY THOSE MR SARYUSZ WOLSKUS MR MARINESCU AND DESC-OR,DESC-MANY QUESTION FOCUS ON ENERGY SECURITY THOSE MR SARYUSZ WOLSKUS MR MARINECU AND DESC-OR
my compliments to those members who have worked on this dossier .,X-MY COMPLIMENT TO THOSE MEMBER WHO HAVE WORK ON THIS DOSSIER,X-MY COMPLIMENT TO THOSE MEMBER WHO HAVE WORK ON THIS DOCUMENT
that would help enormously in improving the quality of life and ensuring more respect for the elderly .,THAT WOULD HELP DESC-ENORMOUSLY IN IMPROVE QUALITY LIFE AND ENSURE MORE RESPECT FOR DESC-ELDERLY,THAT WOULD HELP DESC-ENORMOUSLY IN IMPROVE QUALITY LIFE AND ENSURE MORE RESPECT FOR DESC-OLDER
"de madam president , ladies and gentlemen , i should like to join in congratulating mrs lulling .",DE MADAM PRESIDENT LADY AND GENTLEMAN X-I SHOULD LIKE TO JOIN IN CONGRATULATING MR LULL,DE MADAM PRESIDENT LADY AND GENTLEMAN X-I SHOULD LIKE TO JOIN IN CONGRATULATE MR LULL
mr caldeira mentioned those areas in his speech .,MR CALDEIRA MENTION THOSE AREA IN X-HE SPEECH,MR CALDIRA MENTION THOSE AREA IN X-HE SPEECH
the gas crisis spotlights two major problems which the european union is facing .,GAS CRISIS SPOTLIGHT TWO DESC-MAJOR PROBLEM WHICH EUROPEAN UNION BE FACE,GAS CRISIS SPECTACLE TWO DESC-MAJOR PROBLEM WHICH EUROPEAN UNION BE FACE
why do we want to create imbalances in this regard ?,WHY DO X-WE WANT TO CREATE IMBALANCE IN THIS REGARD,WHY DO X-WE WANT TO CREATE INDEX IN THIS REGARD
we all know that meteorological conditions do not favour us all meeting here in strasbourg without difficulties .,X-WE ALL KNOW THAT DESC-METEOROLOGICAL CONDITION DO DESC-NOT FAVOR X-WE ALL MEETING DESC-HERE IN STRASBOURG WITHOUT DIFFICULTY,X-WE ALL KNOW THAT METATOLOGICAL CONDITION DO DESC-NOT FAVOR X-WE ALL MEETING DESC-HERE IN STRASBOURG WITHOUT DIFFICULTY
"security is not subordinate to freedom , nor is it a threat to freedom .",SECURITY BE DESC-NOT SUBORDINATE TO FREEDOM NOR BE X-IT THREAT TO FREEDOM,SECURITY BE DESC-NOT DESC-SUBSORDERED TO FREEDOM NOR BE X-IT THREAT TO FREEDOM
"this is dictated by the geography , and also by the geopolitics .",THIS BE DICTATE BY GEOGRAPHY AND DESC-ALSO BY GEOPOLITICS,THIS BE DISCIDE BY GEOGRAPHY AND DESC-ALSO BY GEOPOLISTIC
"to take an example , europe is too small to have forbidden areas for its citizens .",TO TAKE EXAMPLE EUROPE BE DESC-TOO DESC-SMALL TO HAVE FORBID AREA FOR X-ITS CITIZEN,TO TAKE EXAMPLE EUROPE BE DESC-TOO DESC-SMALL TO HAVE CONDITION AREA FOR X-ITS CITIZEN
our society is constantly ageing .,X-WE SOCIETY BE DESC-CONSTANTLY AGEING,X-WE SOCIETY BE DESC-CONSTANTLY AGE
we want to advise as emphatically as possible against unjustified claims and we want to promote alternative settlement procedures .,X-WE WANT TO ADVISE AS DESC-EMPHATICALLY AS DESC-POSSIBLE AGAINST DESC-UNJUSTIFIED CLAIM AND X-WE WANT TO PROMOTE ALTERNATIVE SETTLEMENT PROCEDURE,X-WE WANT TO ADVICE AS DESC-EMPHATICLY AS DESC-POSSIBLE AGAINST DESC-UNJUSTIFIED CLAIM AND X-WE WANT TO PROMOTE ALTERNATIVE SETTLEMENT PROCEDURE
"multiple , balanced and realistic sanctions are provided for in the directive .",MULTIPLE DESC-BALANCED AND DESC-REALISTIC SANCTION BE PROVIDE FOR IN DIRECTIVE,DESC-MULTIPLE DESC-BALANCED AND DESC-REALISTIC SANCTION BE PROVIDE FOR IN DIRECTIVE
the lisbon strategy did not work because it had neither means nor instruments .,LISBON STRATEGY DO DESC-NOT WORK BECAUSE X-IT HAVE NEIR MEAN NOR INSTRUMENT,LISBON STRATEGY DO DESC-NOT WORK BECAUSE X-IT HAVE NEIR MEANS NOR INSTRUMENT
we have to acknowledge honestly that the eu did not show the sort of leadership it proclaims .,X-WE HAVE TO ACKNOWLEDGE DESC-HONESTLY THAT EU DO DESC-NOT SHOW SORT LEADERSHIP X-IT PROCLAIM,X-WE HAVE TO ACKNOWLEDGE DESC-HONESTLY THAT EU DO DESC-NOT SHOW SORT LEADERSHIP X-IT PRONOUNCE
climate and energy package and maritime transport package signature of acts,CLIMATE AND ENERGY PACKAGE AND MARITIME TRANSPORT PACKAGE SIGNATURE ACT,CLIMATE AND ENERGY PACKAGE AND MARITIME TRANSPORT PACKAGE SIGNIFICANCE ACT
this report reflects outdated and failed thinking .,THIS REPORT REFLECT DESC-OUTDATED AND FAIL THINK,THIS REPORT REFLECT DESC-OUTSIDE AND FAIL THINK
i am intrigued to know that you had the answer in advance .,X-I BE INTRIGUE TO KNOW THAT X-YOU HAVE ANSWER IN ADVANCE,X-I BE DESC-INTERESTED TO KNOW THAT X-YOU HAVE ANSWER IN ADVANCE
their loyalty has been unbroken .,X-Y LOYALTY HAVE BE DESC-UNBROKEN,X-Y LIBERTY HAVE BE DESC-UNBROKEN
"before he became german emperor , with his seat in prague , charles iv was duke of luxembourg .",BEFORE X-HE BECOME GERMAN EMPEROR WITH X-HE SEAT IN PRAGUE CHARLE IV BE DUKE LUXEMBOURG,BEFORE X-HE BECOME GERMAN emperOR WITH X-HE SEAT IN PRAGUE CHARLES IV BE DUKE LUXEMBOURG
"that is mrs ţicău's report , then .",U X-POSS REPORT DESC-N,X-IT BE MR X-ICU X-POSS REPORT DESC-N
"according to him , the main country in this arch , a sort of linchpin , is iran .",ACCORD TO X-HE DESC-MAIN COUNTRY IN THIS ARCH SORT LINCHPIN BE IRAN,ACCORD TO X-HE DESC-MAIN COUNTRY IN THIS ARCH SORT LINCHPINK BE IRAN
we have succeeded in raising the aspirations of everyone involved by the use of this system .,X-WE HAVE SUCCEED IN RAISE ASPIRATION EVERYONE INVOLVE BY USE THIS SYSTEM,X-WE HAVE SUCCEED IN RAISE ASPIRATIONS EVERYONE INVOLVE BY USE THIS SYSTEM
european union member states should severely punish any kind of child sex abuse and any kind of online grooming .,EUROPEAN UNION MEMBER STATE SHOULD DESC-SEVERELY PUNISH ANY KIND CHILD SEX ABUSE AND ANY KIND ONLINE GROOM,EUROPEAN UNION MEMBER STATE SHOULD DESC-SERIOUSLY PUNISH ANY KIND CHILD SEX ABUSE AND ANY KIND ONLINE GROOMING
i am a strong proponent of ftas .,X-I BE DESC-STRONG PROPONENT FTA,X-I BE DESC-STRONG PROPOSAL FTA
on the same occasion several hundred people were illegally detained and tortured in prison .,ON DESC-SAME OCCASION DESC-SEVERAL HUNDRED PEOPLE BE DESC-ILLEGALLY DETAIN AND DESC-TORTURED IN PRISON,ON DESC-SAME OCCASION DESC-SEVERAL THOUSAND PEOPLE BE DESC-ILLEGALLY DETAIN AND TORTURE IN PRISON
macro regions are ideal instruments for dealing with cross border challenges .,MACRO REGION BE IDEAL INSTRUMENT FOR DEAL WITH CROSS BORDER CHALLENGE,MACRO REGION BE DESC-IDEAL INSTRUMENT FOR DEAL WITH CROSS BORDER CHALLENGE
"we were both in bali , we were both in poznań , and we will both be in copenhagen .",AND X-WE WILL BOTH BE IN COPENHAGEN IN POZNA,X-WE BE BOTH IN BALUS X-WE BE BOTH IN PONKNA AND X-WE WILL BOTH BE IN COPENHAGEN
you have parliament fully on your side with a clear and fair regulation of the derivatives markets .,X-YOU HAVE PARLIAMENT DESC-FULLY ON X-YOU SIDE WITH DESC-CLEAR AND DESC-FAIR REGULATION DERIVATIVE MARKET,X-YOU HAVE PARLIAMENT DESC-FULLY ON X-YOU SIDE WITH DESC-CLEAR AND DESC-FAIR REGULATION DErivATE MARKET
gazprom did not even bother to answer europe .,GAZPROM DO DESC-NOT DESC-EVEN BOR TO ANSWER EUROPE,GAZPROM DO DESC-NOT DESC-EVEN HAUNT TO ANSWER EUROPE
i am sure you are aware that last week i made an official visit to the us .,X-I BE DESC-SURE X-YOU BE DESC-AWARE THAT DESC-LAST WEEK X-I MAKE OFFICIAL VISIT TO X-WE,X-I BE DESC-SURE X-YOU BE DESC-AWARE THAT DESC-LAST WEEK X-I MAKE DESC-OFFICIAL VISIT TO X-WE
we view the 30 % goal as a way of leveraging others to join us in raising their ambitions .,X-WE VIEW 30 % GOAL AS WAY LEVERAGE DESC-OR TO JOIN X-WE IN RAISE X-Y AMBITION,X-WE VIEW 30 % GOAL AS WAY LEARN DESC-OR TO JOIN X-WE IN RAISE X-Y AMBITION
in writing . i support measures towards a greening of transport .,X-I SUPPORT MEASURE TOWARDS GREENING TRANSPORT,X-I SUPPORT MEASURE TOWARDS DESC-GREENING TRANSPORT
amnesty international has also called our attention to their plight .,AMNESTY DESC-INTERNATIONAL HAVE DESC-ALSO CALL X-WE ATTENTION TO X-Y PLIGHT,AMNESTY DESC-INTERNATIONAL HAVE DESC-ALSO CALL X-WE ATTENTION TO X-Y PLUME
"within this framework , it is vital that it continues its reforms and moves steadily towards europe .",WITHIN THIS FRAMEWORK X-IT BE DESC-VITAL THAT X-IT CONTINUE X-ITS REFORM AND MOVE DESC-STEADILY TOWARDS EUROPE,WITHIN THIS FRAMEWORK X-IT BE DESC-VITAL THAT X-IT CONTINUE X-ITS REFORM AND MOVE DESC-STRICTLY TOWARDS EUROPE
i am impressed with the commission's commitment to proportionality in the regulation of general and business aviation .,X-I BE IMPRESS WITH COMMISSION X-POSS COMMITMENT TO PROPORTIONALITY IN REGULATION DESC-GENERAL AND BUSINESS AVIATION,X-I BE DESC-IMPRESSED WITH COMMISSION X-POSS COMMITMENT TO PROPORTIONALITY IN REGULATION DESC-GENERAL AND BUSINESS AVIATION
mobilisation of the european globalisation adjustment fund sweden volvo austria steiermark netherlands heijmans debate,MOBILISATION EUROPEAN GLOBALISATION ADJUSTMENT FUND SWEDEN VOLVO AUSTRIUM STEIERMARK NERLAND HEIJMAN DEBATE,MOBILISATION EUROPEAN GLOBALISATION ADJUSTMENT FUND SWEDEN VOLVO AUSTRIUM STIERMARK NERLAND HEIJMAN DEBATE
the remaining votes were shared between the three opposition parties .,REMAIN VOTE BE SHARE BETWEEN THREE OPPOSITION PARTY,REST VOTE BE SHARE BETWEEN THREE OPPOSITION PARTY
i agree with the speaker who spoke about the strange priorities of our parliament .,X-I AGREE WITH SPEAKER WHO SPEAK ABOUT DESC-STRANGE PRIORITY X-WE PARLIAMENT,X-I AGREE WITH SPEAKER WHO SPEAK ABOUT DESC-SORRY PRIORITY X-WE PARLIAMENT
with the arrival of the new administration in the us there is an enormous willingness here to cooperate .,WITH ARRIVAL DESC-NEW ADMINISTRATION IN X-WE DESC-RE BE DESC-ENORMOUS WILLINGNESS DESC-HERE TO COOPERATE,WITH ARREST DESC-NEW ADMINISTRATION IN X-WE DESC-RE BE DESC-ENORMOUS WILLINGNESS DESC-HERE TO COOPERATE
the only possible settlement is a lasting and comprehensive peace settlement between the parties .,DESC-ONLY DESC-POSSIBLE SETTLEMENT BE LAST AND DESC-COMPREHENSIVE PEACE SETTLEMENT BETWEEN PARTY,DESC-ONLY DESC-POSSIBLE SETTLEMENT BE DESC-LAST AND DESC-COMPREHENSIVE PEACE SETTLEMENT BETWEEN PARTY
similarly moldovan interest in the possibility of the dispatch of an eu fact finding mission is positive .,DESC-SIMILARLY MOLDOVAN INTEREST IN POSSIBILITY DISPATCH EU FACT FIND MISSION BE DESC-POSITIVE,DESC-SIMILARLY MOLDOVAN INTEREST IN POSSIBILITY DISPLAY EU FACT FIND MISSION BE DESC-POSITIVE
one of these concerns trafficking an area mentioned by mrs jäätteenmäki .,KI SE CONCERN TRAFFICKING AREA MENTION BY MR J,ONE SE CONCERN TRAFFICKING AREA MENTION BY MR Jäätteenmäki
sri lanka has still not joined the ottawa convention banning anti personnel mines .,SRUS LANKA HAVE DESC-STILL DESC-NOT JOIN OTTAWA CONVENTION BAN ANTI PERSONNEL MINE,SRUS LANKA HAVE DESC-STILL DESC-NOT JOIN OTTAWA CONVENTION BANK ANTI PERSONNEL MINE
the ideal scenario would be for the reverse charge to be applied as a rule rather than the exception .,IDEAL SCENARIO WOULD BE FOR DESC-REVERSE CHARGE TO BE APPLY AS RULE DESC-RAR THAN EXCEPTION,IDEA SCIENCE WOULD BE FOR DESC-REVERSE CHARGE TO BE APPLY AS RULE DESC-RAR THAN EXCEPTION
europe will be united in london and with a unified message .,EUROPE WILL BE UNITE IN LONDON AND WITH UNIFY MESSAGE,EUROPE WILL BE UNITE IN LONDON AND WITH UNITE MESSAGE
market forces are not popular right now .,MARKET FORCE BE DESC-NOT DESC-POPULAR DESC-RIGHT DESC-NOW,MARKET FORCE BE DESC-NOT DESC-POPULOUS DESC-RIGHT DESC-NOW
europe's huge industrial assets need to be re directed to seizing the first mover advantage in tomorrow's markets .,EUROPE X-POSS DESC-HUGE DESC-INDUSTRIAL ASSET NEED TO BE RE DESC-DIRECT TO SEIZE DESC-FIRST MOVER ADVANTAGE IN TOMORROW X-POSS MARKET,EUROPE X-POSS DESC-HUGE DESC-INDUSTRIAL ADVANTAGE NEED TO BE RE DIRECT TO SEIZE DESC-FIRST MOVER ADVANTAGE IN TOMORROW X-POSS MARKET
"in this regard , i fully support mrs jeggle .",IN THIS REGARD X-I DESC-FULLY SUPPORT MR JEGGLE,IN THIS REGARD X-I DESC-FULLY SUPPORT MR JEGLE
"fi madam president , burma is holding its first parliamentary elections for 20 years .",F X-I MADAM PRESIDENT BURMA BE HOLD X-ITS DESC-FIRST DESC-PARLIAMENTARY ELECTION FOR 20 YEAR,FUS MADAM PRESIDENT BURMA BE HOLD X-ITS DESC-FIRST DESC-PARLIAMENTARY ELECTION FOR 20 YEAR
"despite the situation in europe , meat , certain cereals , fruits and vegetables are all affected .",DESPITE SITUATION IN EUROPE MEAT DESC-CERTAIN CEREAL FRUIT AND VEGETABLE BE ALL AFFECT,DESPITE SITUATION IN EUROPE MEAT DESC-CERTAIN CEREAL FRUIT AND VEGAN BE ALL AFFECT
we absolutely must lay the ghost of protectionism to rest .,X-WE DESC-ABSOLUTELY MUST LAY GHOST PROTECTIONISM TO REST,X-WE DESC-ABSOLUTELY MUST LAY GLASS PROTECTIONISM TO REST
this was contrary to the eu's negotiating strategy and exasperated a significant number of other european leaders .,THIS BE CONTRARY TO EU X-POSS NEGOTIATE STRATEGY AND EXASPERATE DESC-SIGNIFICANT NUMBER DESC-OR EUROPEAN LEADER,THIS BE CONTRARY TO EU X-POSS NEGOTIATE STRATEGY AND EASPERATE DESC-SIGNIFICANT NUMBER DESC-OR EUROPEAN LEADER
"ladies and gentlemen , when my computer is not working , i press the restart button .",LADY AND GENTLEMAN WHEN X-MY COMPUTER BE DESC-NOT WORK X-I PRESS RESTART BUTTON,LADY AND GENTLEMAN WHEN X-MY COMPUTER BE DESC-NOT WORK X-I PRESS REINSTALL BUTTON
this problem will resurface again within a year or so .,THIS PROBLEM WILL RESURFACE DESC-AGAIN WITHIN YEAR OR DESC-SO,THIS PROBLEM WILL RESUITE DESC-AGAIN WITHIN YEAR OR DESC-SO
you represent a country where people took a stand against the invasion by warsaw pact troops .,X-YOU REPRESENT COUNTRY WHERE PEOPLE TAKE STAND AGAINST INVASION BY WARSAW PACT TROOPS,X-YOU REPRESENT COUNTRY WHERE PEOPLE TAKE STAND AGAINST INFLUENCE BY WARSHAW PACT TRUCK
"today , cassandra is the rapporteurs who have spoken .",TODAY CASSANDRA BE RAPPORTEUR WHO HAVE SPEAK,TODAY CASSANNRA BE RAPPORTEUR WHO HAVE SPEAK
the language barrier makes the isolation worse .,LANGUAGE BARRIER MAKE ISOLATION DESC-WORSE,LANGUAGE BARRIER MAKE ISILATION DESC-WORSE
"in a word , for the average citizen , the eu remains a riddle wrapped up in an enigma .",IN WORD FOR AVERAGE CITIZEN EU REMAIN RIDDLE WRAP DESC-UP IN ENIGMA,IN WORD FOR AVERAGE CITIZEN EU REMAIN RIDLE Wrap DESC-UP IN ENIGMA
i also want to hear the social partnersviews .,X-I DESC-ALSO WANT TO HEAR DESC-SOCIAL PARTNERSVIEW,X-I DESC-ALSO WANT TO HEAR DESC-SOCIAL PARTNERVIEW
reaching political decisions requires at least a minimum level of mutual reliance and working together .,REACH DESC-POLITICAL DECISION REQUIRE AT DESC-LEAST MINIMUM LEVEL DESC-MUTUAL RELIANCE AND WORK DESC-TOGER,REACH DESC-POLITICAL DECISION REQUIRE AT DESC-LEAST MINIMUM LEVEL DESC-MUTUAL RESULT AND WORK DESC-TOGER
the report continues with a geographical analysis of what we can hope to achieve .,REPORT CONTINUE WITH GEOGRAPHICAL ANALYSIS WHAT X-WE CAN HOPE TO ACHIEVE,REPORT CONTINUE WITH DESC-GEOGRAPHICAL ANALYSIS WHAT X-WE CAN HOPE TO ACHIEVE
